using heldout data set: /scratch/cluster/ianyen/data/multilabel/rcv1_regions.subtest.1k
D=47237
K=226
N=20835
d=75.9802
r=6
i=344, a_nnz=15.7069, ever_a_nnz=21.9748, b_nnz=623.011, uni_search=7.61615, uni_subSolve=3.1073, uni_maintain_time=0.148135, bi_search=3.83992, bi_subSolve=4.52631, bi_maintain_time=1.31202, admm_maintain=4.66877, area4=1.79386, infea=508.193, d_obj=-4772.74, overall time=5370.32
i=345, a_nnz=15.7183, ever_a_nnz=21.9931, b_nnz=624.594, uni_search=5.72696, uni_subSolve=2.60622, uni_maintain_time=0.140239, bi_search=2.49268, bi_subSolve=2.81113, bi_maintain_time=0.804549, admm_maintain=3.90883, area4=1.81622, infea=502.278, d_obj=-4765.73, overall time=5392.54
i=346, a_nnz=15.7251, ever_a_nnz=22.0102, b_nnz=626.145, uni_search=5.35623, uni_subSolve=2.55754, uni_maintain_time=0.143365, bi_search=2.41324, bi_subSolve=2.74811, bi_maintain_time=0.809887, admm_maintain=3.16596, area4=1.88006, infea=502.494, d_obj=-4754.46, overall time=5412.31
i=347, a_nnz=15.7363, ever_a_nnz=22.0275, b_nnz=627.718, uni_search=5.30191, uni_subSolve=2.51644, uni_maintain_time=0.142247, bi_search=2.39021, bi_subSolve=2.73318, bi_maintain_time=0.805254, admm_maintain=3.13367, area4=1.77399, infea=509.848, d_obj=-4757.15, overall time=5431.9
i=348, a_nnz=15.745, ever_a_nnz=22.0443, b_nnz=629.231, uni_search=5.29082, uni_subSolve=2.51357, uni_maintain_time=0.14213, bi_search=2.39537, bi_subSolve=2.74895, bi_maintain_time=0.810733, admm_maintain=3.13166, area4=1.95292, infea=501.811, d_obj=-4742.44, overall time=5451.51
i=349, a_nnz=15.754, ever_a_nnz=22.0627, b_nnz=630.876, uni_search=5.2861, uni_subSolve=2.51494, uni_maintain_time=0.142073, bi_search=2.40056, bi_subSolve=2.74492, bi_maintain_time=0.807592, admm_maintain=3.14178, area4=1.85452, infea=510.006, d_obj=-4730.65, overall time=5471.14
i=350, a_nnz=15.7615, ever_a_nnz=22.0792, b_nnz=632.405, uni_search=5.29523, uni_subSolve=2.52269, uni_maintain_time=0.141104, bi_search=2.40789, bi_subSolve=2.75639, bi_maintain_time=0.81285, admm_maintain=3.14755, area4=1.80576, infea=507.63, d_obj=-4712.4, overall time=5490.82
i=351, a_nnz=15.7689, ever_a_nnz=22.095, b_nnz=633.897, uni_search=5.31681, uni_subSolve=2.53425, uni_maintain_time=0.141506, bi_search=2.40839, bi_subSolve=2.75641, bi_maintain_time=0.815779, admm_maintain=3.16273, area4=1.92969, infea=506.574, d_obj=-4717.39, overall time=5510.56
i=352, a_nnz=15.7808, ever_a_nnz=22.1137, b_nnz=635.578, uni_search=5.31228, uni_subSolve=2.52584, uni_maintain_time=0.142449, bi_search=2.42097, bi_subSolve=2.7685, bi_maintain_time=0.818012, admm_maintain=3.17926, area4=1.83897, infea=508.81, d_obj=-4721.4, overall time=5530.33
i=353, a_nnz=15.7898, ever_a_nnz=22.1313, b_nnz=637.143, uni_search=5.35546, uni_subSolve=2.561, uni_maintain_time=0.141898, bi_search=2.48119, bi_subSolve=2.80595, bi_maintain_time=0.825299, admm_maintain=3.21671, area4=1.91529, infea=505.97, d_obj=-4765.65, overall time=5550.37
i=354, a_nnz=15.799, ever_a_nnz=22.15, b_nnz=638.863, uni_search=5.3712, uni_subSolve=2.57195, uni_maintain_time=0.143993, bi_search=2.35721, bi_subSolve=2.68884, bi_maintain_time=0.770915, admm_maintain=2.87149, area4=1.94197, infea=507.514, d_obj=-4746.6, overall time=5570.28
i=355, a_nnz=15.8099, ever_a_nnz=22.1679, b_nnz=640.475, uni_search=8.11541, uni_subSolve=3.37856, uni_maintain_time=0.167975, bi_search=3.42294, bi_subSolve=4.50104, bi_maintain_time=1.47237, admm_maintain=4.60521, area4=1.82995, infea=511.936, d_obj=-4725.76, overall time=5599.28
i=356, a_nnz=15.8184, ever_a_nnz=22.1853, b_nnz=642.1, uni_search=7.66601, uni_subSolve=3.08633, uni_maintain_time=0.149477, bi_search=2.97947, bi_subSolve=4.11606, bi_maintain_time=1.23474, admm_maintain=4.14443, area4=1.86086, infea=508.102, d_obj=-4700.73, overall time=5626.46
i=357, a_nnz=15.8274, ever_a_nnz=22.2019, b_nnz=643.635, uni_search=8.50026, uni_subSolve=3.58841, uni_maintain_time=0.169153, bi_search=3.78283, bi_subSolve=4.87698, bi_maintain_time=1.53851, admm_maintain=4.95563, area4=1.94168, infea=513.577, d_obj=-4670.34, overall time=5657.92
i=358, a_nnz=15.8364, ever_a_nnz=22.2198, b_nnz=645.296, uni_search=8.55681, uni_subSolve=3.62446, uni_maintain_time=0.172454, bi_search=3.81392, bi_subSolve=4.91578, bi_maintain_time=1.57128, admm_maintain=4.96303, area4=1.81949, infea=519.157, d_obj=-4651.36, overall time=5689.38
i=359, a_nnz=15.8454, ever_a_nnz=22.2378, b_nnz=646.918, uni_search=7.67075, uni_subSolve=3.09313, uni_maintain_time=0.148879, bi_search=3.79379, bi_subSolve=4.89873, bi_maintain_time=1.54843, admm_maintain=5.07234, area4=1.89138, infea=515.812, d_obj=-4610.26, overall time=5719.75
i=360, a_nnz=15.8516, ever_a_nnz=22.2541, b_nnz=648.376, uni_search=8.71502, uni_subSolve=3.70342, uni_maintain_time=0.174498, bi_search=3.92996, bi_subSolve=5.03069, bi_maintain_time=1.60731, admm_maintain=5.29799, area4=1.95906, infea=520.911, d_obj=-4619.58, overall time=5751.98
i=361, a_nnz=15.8625, ever_a_nnz=22.2707, b_nnz=649.876, uni_search=8.08568, uni_subSolve=3.37917, uni_maintain_time=0.167947, bi_search=3.39511, bi_subSolve=4.49963, bi_maintain_time=1.51117, admm_maintain=4.62793, area4=1.9366, infea=519.655, d_obj=-4665.5, overall time=5781.55
i=362, a_nnz=15.8695, ever_a_nnz=22.2892, b_nnz=651.607, uni_search=7.78228, uni_subSolve=3.34182, uni_maintain_time=0.157106, bi_search=2.82371, bi_subSolve=3.62745, bi_maintain_time=1.05119, admm_maintain=3.61455, area4=1.939, infea=516.74, d_obj=-4681.52, overall time=5807.78
i=363, a_nnz=15.8776, ever_a_nnz=22.3056, b_nnz=653.136, uni_search=7.91023, uni_subSolve=3.25305, uni_maintain_time=0.156873, bi_search=2.89668, bi_subSolve=4.02705, bi_maintain_time=1.30812, admm_maintain=4.11063, area4=1.92133, infea=515.031, d_obj=-4719.47, overall time=5834.79
i=364, a_nnz=15.888, ever_a_nnz=22.3231, b_nnz=654.738, uni_search=8.00694, uni_subSolve=3.29633, uni_maintain_time=0.158294, bi_search=2.86187, bi_subSolve=3.67705, bi_maintain_time=1.06713, admm_maintain=4.40296, area4=2.08481, infea=514.461, d_obj=-4745.96, overall time=5861.25
i=365, a_nnz=15.8947, ever_a_nnz=22.339, b_nnz=656.225, uni_search=6.73901, uni_subSolve=2.76248, uni_maintain_time=0.12863, bi_search=2.87913, bi_subSolve=3.68616, bi_maintain_time=1.05993, admm_maintain=3.6536, area4=2.00878, infea=512.197, d_obj=-4783.39, overall time=5885.5
i=366, a_nnz=15.9024, ever_a_nnz=22.3545, b_nnz=657.652, uni_search=7.82221, uni_subSolve=3.17744, uni_maintain_time=0.14969, bi_search=3.36135, bi_subSolve=4.52938, bi_maintain_time=1.46408, admm_maintain=4.61492, area4=2.04958, infea=506.015, d_obj=-4843.7, overall time=5914.35
i=367, a_nnz=15.9082, ever_a_nnz=22.3704, b_nnz=659.209, uni_search=7.8217, uni_subSolve=3.17355, uni_maintain_time=0.153475, bi_search=3.34101, bi_subSolve=4.52176, bi_maintain_time=1.40266, admm_maintain=4.93588, area4=1.95685, infea=512.826, d_obj=-4872.37, overall time=5943.58
i=368, a_nnz=15.9149, ever_a_nnz=22.3863, b_nnz=660.69, uni_search=8.5379, uni_subSolve=3.65617, uni_maintain_time=0.173341, bi_search=3.24874, bi_subSolve=4.24477, bi_maintain_time=1.27875, admm_maintain=3.71897, area4=2.0061, infea=508.865, d_obj=-4945.15, overall time=5972.44
i=369, a_nnz=15.9267, ever_a_nnz=22.4027, b_nnz=662.2, uni_search=6.88054, uni_subSolve=2.82945, uni_maintain_time=0.134472, bi_search=2.8877, bi_subSolve=3.72569, bi_maintain_time=1.08386, admm_maintain=3.7827, area4=1.96549, infea=514.112, d_obj=-4982.49, overall time=5997.1
i=370, a_nnz=15.934, ever_a_nnz=22.4195, b_nnz=663.834, uni_search=7.41939, uni_subSolve=2.96183, uni_maintain_time=0.142945, bi_search=2.89738, bi_subSolve=4.07704, bi_maintain_time=1.32643, admm_maintain=4.05461, area4=1.97883, infea=516.783, d_obj=-5011.37, overall time=6023.02
i=371, a_nnz=15.9413, ever_a_nnz=22.4348, b_nnz=665.325, uni_search=6.73439, uni_subSolve=2.76717, uni_maintain_time=0.13137, bi_search=2.8468, bi_subSolve=3.68145, bi_maintain_time=1.0775, admm_maintain=3.70254, area4=2.0611, infea=510.773, d_obj=-5076.75, overall time=6046.98
i=372, a_nnz=15.9504, ever_a_nnz=22.4511, b_nnz=666.891, uni_search=6.76056, uni_subSolve=2.78781, uni_maintain_time=0.131976, bi_search=2.91239, bi_subSolve=3.77243, bi_maintain_time=1.11201, admm_maintain=3.69563, area4=2.12935, infea=515.332, d_obj=-5156.68, overall time=6071.5
i=373, a_nnz=15.9615, ever_a_nnz=22.4679, b_nnz=668.453, uni_search=7.37237, uni_subSolve=2.9556, uni_maintain_time=0.14345, bi_search=3.76245, bi_subSolve=4.95244, bi_maintain_time=1.52193, admm_maintain=5.07091, area4=2.10286, infea=515.123, d_obj=-5197.84, overall time=6100.57
i=374, a_nnz=15.9688, ever_a_nnz=22.4846, b_nnz=670.025, uni_search=6.44817, uni_subSolve=2.62644, uni_maintain_time=0.128573, bi_search=2.94104, bi_subSolve=3.79026, bi_maintain_time=1.10767, admm_maintain=3.71896, area4=2.18397, infea=517.135, d_obj=-5216.19, overall time=6124.38
i=375, a_nnz=15.9743, ever_a_nnz=22.4995, b_nnz=671.45, uni_search=6.73618, uni_subSolve=2.79785, uni_maintain_time=0.130666, bi_search=3.04709, bi_subSolve=3.97674, bi_maintain_time=1.21191, admm_maintain=5.03193, area4=2.13655, infea=506.082, d_obj=-5242.2, overall time=6150.35
i=376, a_nnz=15.9815, ever_a_nnz=22.5159, b_nnz=672.99, uni_search=6.70141, uni_subSolve=2.7671, uni_maintain_time=0.130462, bi_search=2.94181, bi_subSolve=3.78668, bi_maintain_time=1.11757, admm_maintain=3.81138, area4=2.20298, infea=516.364, d_obj=-5260.24, overall time=6174.65
i=377, a_nnz=15.9902, ever_a_nnz=22.5328, b_nnz=674.54, uni_search=6.7919, uni_subSolve=2.81378, uni_maintain_time=0.131308, bi_search=2.91172, bi_subSolve=3.77154, bi_maintain_time=1.1231, admm_maintain=3.71923, area4=2.09652, infea=512.138, d_obj=-5266.76, overall time=6199.99
i=378, a_nnz=15.9991, ever_a_nnz=22.5498, b_nnz=676.148, uni_search=8.62873, uni_subSolve=3.7215, uni_maintain_time=0.1773, bi_search=3.66991, bi_subSolve=4.90184, bi_maintain_time=1.5423, admm_maintain=4.77111, area4=2.14058, infea=513.416, d_obj=-5227.53, overall time=6231.3
i=379, a_nnz=16.0056, ever_a_nnz=22.5648, b_nnz=677.596, uni_search=8.41413, uni_subSolve=3.58559, uni_maintain_time=0.167103, bi_search=3.65667, bi_subSolve=4.88116, bi_maintain_time=1.54787, admm_maintain=4.95526, area4=2.15152, infea=519.103, d_obj=-5226.27, overall time=6262.48
i=380, a_nnz=16.0148, ever_a_nnz=22.5811, b_nnz=679.049, uni_search=8.48974, uni_subSolve=3.62969, uni_maintain_time=0.169376, bi_search=3.56701, bi_subSolve=4.79841, bi_maintain_time=1.50448, admm_maintain=4.89769, area4=2.24224, infea=509.184, d_obj=-5238.85, overall time=6293.36
i=381, a_nnz=16.0246, ever_a_nnz=22.5966, b_nnz=680.525, uni_search=8.41385, uni_subSolve=3.58363, uni_maintain_time=0.167343, bi_search=3.555, bi_subSolve=4.79457, bi_maintain_time=1.50073, admm_maintain=4.78306, area4=2.25683, infea=497.599, d_obj=-5270.16, overall time=6324.12
i=382, a_nnz=16.0307, ever_a_nnz=22.6123, b_nnz=682.012, uni_search=8.38341, uni_subSolve=3.58331, uni_maintain_time=0.165869, bi_search=3.58097, bi_subSolve=4.81007, bi_maintain_time=1.51995, admm_maintain=4.82298, area4=2.32354, infea=505.137, d_obj=-5352.76, overall time=6354.9
i=383, a_nnz=16.039, ever_a_nnz=22.6275, b_nnz=683.414, uni_search=8.35421, uni_subSolve=3.57034, uni_maintain_time=0.164965, bi_search=3.74478, bi_subSolve=4.97292, bi_maintain_time=1.54151, admm_maintain=5.05484, area4=2.16688, infea=498.511, d_obj=-5422.39, overall time=6385.64
i=384, a_nnz=16.0493, ever_a_nnz=22.6441, b_nnz=684.979, uni_search=7.33836, uni_subSolve=3.05031, uni_maintain_time=0.146113, bi_search=2.93111, bi_subSolve=4.04366, bi_maintain_time=1.32135, admm_maintain=4.02304, area4=2.23907, infea=503.388, d_obj=-5483.16, overall time=6411.75
i=385, a_nnz=16.0576, ever_a_nnz=22.6588, b_nnz=686.341, uni_search=7.55032, uni_subSolve=3.1642, uni_maintain_time=0.149446, bi_search=3.85364, bi_subSolve=4.97873, bi_maintain_time=1.65909, admm_maintain=5.03419, area4=2.35887, infea=497.466, d_obj=-5518.94, overall time=6441.93
i=386, a_nnz=16.0631, ever_a_nnz=22.6755, b_nnz=687.918, uni_search=7.34201, uni_subSolve=3.03319, uni_maintain_time=0.14761, bi_search=2.95437, bi_subSolve=4.1059, bi_maintain_time=1.38457, admm_maintain=4.04596, area4=2.19184, infea=510.399, d_obj=-5607.56, overall time=6468.26
i=387, a_nnz=16.071, ever_a_nnz=22.6903, b_nnz=689.299, uni_search=7.52361, uni_subSolve=3.13316, uni_maintain_time=0.147922, bi_search=3.96562, bi_subSolve=5.1091, bi_maintain_time=1.72549, admm_maintain=5.14278, area4=2.15335, infea=499.184, d_obj=-5652.33, overall time=6499.27
i=388, a_nnz=16.0805, ever_a_nnz=22.7057, b_nnz=690.751, uni_search=8.63627, uni_subSolve=3.78832, uni_maintain_time=0.174847, bi_search=3.95804, bi_subSolve=5.09526, bi_maintain_time=1.72563, admm_maintain=5.14215, area4=2.32901, infea=501.76, d_obj=-5736.08, overall time=6531.33
i=389, a_nnz=16.0874, ever_a_nnz=22.7223, b_nnz=692.406, uni_search=8.61861, uni_subSolve=3.8122, uni_maintain_time=0.174758, bi_search=4.36744, bi_subSolve=5.15371, bi_maintain_time=1.65217, admm_maintain=5.27031, area4=2.31836, infea=511.315, d_obj=-5746.6, overall time=6564.49
i=390, a_nnz=16.0956, ever_a_nnz=22.7375, b_nnz=693.824, uni_search=8.57602, uni_subSolve=3.80751, uni_maintain_time=0.170924, bi_search=3.92115, bi_subSolve=4.56551, bi_maintain_time=1.4453, admm_maintain=3.36609, area4=2.43614, infea=500.537, d_obj=-5759.61, overall time=6593.09
i=391, a_nnz=16.1043, ever_a_nnz=22.7529, b_nnz=695.272, uni_search=4.77729, uni_subSolve=2.12737, uni_maintain_time=0.10657, bi_search=2.0792, bi_subSolve=2.55302, bi_maintain_time=0.702694, admm_maintain=2.69831, area4=2.35656, infea=502.966, d_obj=-5780.7, overall time=6610.36
i=392, a_nnz=16.1104, ever_a_nnz=22.768, b_nnz=696.72, uni_search=4.79749, uni_subSolve=2.14729, uni_maintain_time=0.107114, bi_search=2.07359, bi_subSolve=2.55056, bi_maintain_time=0.703951, admm_maintain=2.74966, area4=2.37979, infea=497.577, d_obj=-5822.5, overall time=6627.71
i=393, a_nnz=16.1173, ever_a_nnz=22.7842, b_nnz=698.292, uni_search=4.81219, uni_subSolve=2.14013, uni_maintain_time=0.10821, bi_search=2.07959, bi_subSolve=2.55378, bi_maintain_time=0.703127, admm_maintain=2.7056, area4=2.3939, infea=497.949, d_obj=-5821.62, overall time=6645.04
i=394, a_nnz=16.124, ever_a_nnz=22.7991, b_nnz=699.712, uni_search=5.61149, uni_subSolve=2.62131, uni_maintain_time=0.130807, bi_search=2.61578, bi_subSolve=3.01424, bi_maintain_time=0.90365, admm_maintain=3.4322, area4=2.51601, infea=494.743, d_obj=-5805.99, overall time=6667.3
i=395, a_nnz=16.1311, ever_a_nnz=22.8143, b_nnz=701.147, uni_search=5.66076, uni_subSolve=2.52463, uni_maintain_time=0.121369, bi_search=2.3129, bi_subSolve=2.80704, bi_maintain_time=0.781725, admm_maintain=3.65614, area4=2.48356, infea=495.099, d_obj=-5828.86, overall time=6688.27
i=396, a_nnz=16.1365, ever_a_nnz=22.829, b_nnz=702.581, uni_search=8.54179, uni_subSolve=3.77371, uni_maintain_time=0.177971, bi_search=3.26098, bi_subSolve=4.46897, bi_maintain_time=1.56828, admm_maintain=4.34896, area4=2.38162, infea=488.984, d_obj=-5847.22, overall time=6717.74
i=397, a_nnz=16.1423, ever_a_nnz=22.8434, b_nnz=703.987, uni_search=7.53274, uni_subSolve=3.24619, uni_maintain_time=2.02596, bi_search=2.52587, bi_subSolve=3.19673, bi_maintain_time=2.39442, admm_maintain=3.90077, area4=2.38306, infea=495.62, d_obj=-5933.44, overall time=6746.74
i=398, a_nnz=16.1512, ever_a_nnz=22.8589, b_nnz=705.46, uni_search=6.05087, uni_subSolve=2.55394, uni_maintain_time=1.04988, bi_search=2.6769, bi_subSolve=3.45787, bi_maintain_time=2.2248, admm_maintain=4.45558, area4=2.52724, infea=496.439, d_obj=-5983.42, overall time=6930.31
i=399, a_nnz=16.156, ever_a_nnz=22.8726, b_nnz=706.848, uni_search=6.41754, uni_subSolve=2.79965, uni_maintain_time=0.151774, bi_search=3.12879, bi_subSolve=3.84451, bi_maintain_time=1.25439, admm_maintain=5.32771, area4=2.51159, infea=484.711, d_obj=-6061.97
